Unnamed: 0,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,MathScore,ReadingScore,WritingScore,MathPass
0,0,1,1,1,1,0.3453053624514788,0.16188171331392823,0.36136861927007374,1
1,0,2,4,1,0,0.14801223485955137,1.3887641614435584,1.27594915263228,0
2,0,1,3,1,1,1.5290641280030437,1.7295648414795668,1.6025850574044962,1
3,1,0,0,0,1,-1.2988040341479168,-0.8605203267940968,-1.598446809363225,0
4,1,2,4,1,1,0.6083628659073821,0.5708425293571383,0.42669580022451703,1
5,0,1,0,1,1,0.279540986587503,0.9116432093931467,0.622677343087847,1
6,0,1,4,1,0,1.397535376275092,1.7295648414795668,1.537257876450053,1
7,1,1,4,0,1,-1.7591546651957475,-1.8147622308949203,-1.9250827141354414,0
8,1,3,2,0,0,-0.18080964446032774,-0.38339937474368513,-0.09592164741102926,0
9,0,1,2,0,1,-1.890683416923699,-0.6560399187724919,-1.2064837236365653,0
10,1,2,0,1,1,-0.5753958996441827,-1.0650007348157018,-1.0758293617276786,0
11,1,3,0,1,1,-1.7591546651957475,-1.2013210068301052,-1.6637739903176683,0
12,0,1,2,1,1,-0.11504526859635192,0.7753229373787432,0.29604143831563046,0
13,1,0,4,1,0,0.7398916176353337,0.16188171331392823,0.10005989545230061,1
14,0,0,3,1,1,-1.1015109065559892,-1.1331608708229035,-0.6838662760010189,0
15,0,2,5,1,1,0.14801223485955137,0.36636212133553325,0.622677343087847,0
16,1,2,2,1,1,1.397535376275092,1.3206040254363567,1.1452947907233932,1
17,0,1,5,0,1,-3.2059709342032154,-2.5645237269741386,-2.6436817046343175,0
18,1,2,3,0,0,-1.3645684100118924,-1.882922366902122,-1.4677924474543385,0
19,0,2,0,0,1,-0.838453403100086,-0.7923601907868952,-0.487884733137689,0
20,1,3,2,1,1,-0.0492808927323761,-0.042598694707676785,-0.3572303712288024,0
21,0,1,4,0,0,-0.11504526859635192,0.36636212133553325,0.10005989545230061,0
22,1,3,4,1,1,-1.4960971617398442,-1.0650007348157018,-1.0105021807732353,0
23,0,2,5,1,1,0.14801223485955137,0.23004184932112992,0.29604143831563046,0
24,1,3,1,0,0,0.47683411417943045,0.09372157730672656,0.7533317049967335,1
25,1,0,3,0,1,0.4110697383154546,0.2982019853283316,0.2307142573611872,1
26,1,1,4,1,1,0.14801223485955137,-1.0650007348157018,-0.8798478188643487,0
27,0,2,1,1,1,0.01648348313159972,-0.042598694707676785,0.42669580022451703,0
28,1,2,2,1,1,0.2137766107235272,0.025561441299524888,-0.22657600931991584,1
29,0,3,3,1,1,-0.3123383961882794,0.025561441299524888,0.42669580022451703,0
30,0,3,4,1,1,0.14801223485955137,0.2982019853283316,0.36136861927007374,0
31,0,1,4,1,1,-0.24657402032430356,-0.31523923873648346,-0.487884733137689,0
32,0,4,3,0,1,-0.7069246513721343,0.16188171331392823,-0.22657600931991584,0
33,1,3,4,1,1,-1.7591546651957475,-1.882922366902122,-1.9904098950898848,0
34,1,4,4,1,1,1.9894147590508744,1.1842837534219532,0.8839860669056201,1
35,1,4,0,1,0,0.9371847452272613,0.7753229373787432,0.6880045240422902,1
36,0,3,0,1,1,0.47683411417943045,0.7753229373787432,0.9493132478600633,1
37,0,3,5,0,1,-1.1015109065559892,-0.38339937474368513,-0.6185390950465756,0
38,0,3,0,0,0,0.5425984900434063,1.3887641614435584,1.27594915263228,1
39,1,1,0,0,1,-0.6411602755081585,-0.9286804628012986,-0.7491934569554621,0
40,1,2,0,0,1,-0.7726890272361101,-0.5878797827652902,-0.945174999818792,0
41,0,2,0,1,1,-0.5753958996441827,0.23004184932112992,-0.030594466456585978,0
42,0,1,0,1,1,-0.9042177789640617,-0.7923601907868952,-0.22657600931991584,0
43,1,1,4,0,0,-0.5096315237802068,-0.31523923873648346,-0.16124882836547255,0
44,0,4,0,0,1,-1.1015109065559892,-0.9286804628012986,-0.945174999818792,0
45,1,1,0,1,1,-0.11504526859635192,-1.0650007348157018,-0.7491934569554621,0
46,0,0,0,1,0,-0.7726890272361101,-0.31523923873648346,-0.4225575521832457,0
47,0,2,2,1,1,-0.0492808927323761,0.09372157730672656,0.4920229811789603,0
48,0,3,0,0,0,-0.6411602755081585,0.2982019853283316,0.4920229811789603,0
49,1,2,2,1,0,1.0029491210912371,0.9798033454003483,0.8839860669056201,1
50,1,4,4,1,1,-0.9042177789640617,-0.9968405988085002,-1.3371380855454518,0
51,1,4,0,0,0,0.674127241771358,-0.042598694707676785,-0.030594466456585978,1
52,1,2,4,1,1,-0.9042177789640617,-1.7466020948877186,-1.7291011712721116,0
53,1,3,2,1,1,1.397535376275092,0.5708425293571383,0.42669580022451703,1
54,0,2,5,0,0,0.279540986587503,0.9798033454003483,1.2106219716778366,1
55,0,2,2,0,1,-2.2195052962435784,-1.9510825029093237,-1.6637739903176683,0
56,0,4,0,1,0,1.0029491210912371,1.04796348140755,1.1452947907233932,1
57,1,3,0,1,1,-0.9699821548280376,-0.9968405988085002,-1.2718109045910084,0
58,1,3,4,1,0,-0.5753958996441827,-0.7242000547796935,-0.6838662760010189,0
59,0,2,5,0,1,-4.38972969975478,-3.586925767082164,-3.819570961814297,0
60,1,4,1,0,0,0.8056559934993096,0.2982019853283316,0.2307142573611872,1
61,1,0,5,0,1,-1.8249190410597234,-2.087402774923727,-2.251718618907658,0
62,1,0,0,0,1,-0.3123383961882794,-0.5878797827652902,-0.8798478188643487,0
63,0,2,0,1,1,0.14801223485955137,0.7071628013715416,0.16538707640674388,0
64,0,3,5,1,1,-0.5096315237802068,-0.7923601907868952,-0.6185390950465756,0
65,1,1,5,1,1,0.01648348313159972,-0.38339937474368513,-0.487884733137689,0
66,1,3,5,0,1,-1.4303327858758683,-2.2237230469381304,-2.055737076044328,0
67,0,2,4,1,1,-0.44386714791623105,0.16188171331392823,0.36136861927007374,0
68,1,1,0,0,1,-0.37810277205225523,-0.7923601907868952,-0.8145206379099055,0
69,0,2,0,1,1,-1.8249190410597234,-0.38339937474368513,-0.7491934569554621,0
70,0,3,4,0,0,-0.5753958996441827,-0.45155951075088685,0.29604143831563046,0
71,1,3,4,1,0,-0.24657402032430356,-0.9968405988085002,-0.3572303712288024,0
72,0,0,0,0,1,-1.6933902893317716,-1.269481142837307,-1.3371380855454518,0
73,1,2,5,0,1,-0.37810277205225523,-0.8605203267940968,-0.8145206379099055,0
74,1,2,5,1,1,-1.167275282419965,-1.4058014148517102,-1.7944283522265547,0
75,1,1,0,0,1,-1.4960971617398442,-1.9510825029093237,-1.9904098950898848,0
76,1,4,5,1,1,-2.416798423835506,-2.973484543017349,-3.035644790360977,0
77,1,0,1,1,0,0.8714203693632854,0.5708425293571383,0.8186588859511768,1
78,0,3,5,1,0,-0.37810277205225523,0.2982019853283316,0.2307142573611872,0
79,0,4,3,1,1,-0.3123383961882794,-0.11075883071487846,-0.030594466456585978,0
80,0,1,0,1,1,-1.2988040341479168,-1.4058014148517102,-1.2064837236365653,0
81,1,1,2,0,1,-1.167275282419965,-1.678441958880517,-1.5331196284087816,0
82,1,0,4,0,0,-1.1015109065559892,-1.5421216868661136,-0.945174999818792,0
83,1,4,0,1,1,0.3453053624514788,-0.38339937474368513,-0.3572303712288024,1
84,1,3,2,0,1,-1.6276259134677957,-2.087402774923727,-2.251718618907658,0
85,0,2,4,1,1,0.4110697383154546,0.7071628013715416,0.8839860669056201,1
86,0,2,4,0,1,0.6083628659073821,0.9116432093931467,1.27594915263228,1
87,0,3,0,1,1,0.279540986587503,0.09372157730672656,0.36136861927007374,1
88,0,0,4,1,1,-0.5753958996441827,0.025561441299524888,-0.09592164741102926,0
89,0,3,5,1,1,0.4110697383154546,1.1161236174147517,0.8839860669056201,1
90,0,2,1,1,1,-0.11504526859635192,0.16188171331392823,0.36136861927007374,0
91,1,2,2,0,1,-2.614091551427433,-2.4282034549597356,-2.121064256998771,0
92,1,2,2,1,1,0.279540986587503,0.6390026653643399,0.16538707640674388,1
93,1,2,0,0,0,-1.56186153760382,-1.678441958880517,-1.2064837236365653,0
94,0,1,4,1,1,0.8056559934993096,1.1161236174147517,1.537257876450053,1
95,1,2,0,0,0,0.7398916176353337,0.7753229373787432,0.8839860669056201,1
96,1,1,5,1,0,-0.11504526859635192,-0.2470791027292818,-0.4225575521832457,0
97,0,4,4,1,0,-0.24657402032430356,0.16188171331392823,0.10005989545230061,0
98,0,3,4,0,1,-0.5753958996441827,-0.17891896672208013,-0.4225575521832457,0
99,0,3,1,1,1,-0.11504526859635192,-0.17891896672208013,-0.4225575521832457,0
100,1,1,4,1,1,0.8056559934993096,-0.17891896672208013,-0.09592164741102926,1
101,1,3,1,1,0,0.08224785899557555,0.2982019853283316,0.36136861927007374,0
102,0,3,0,1,1,1.2002422486831645,1.4569242974507601,1.341276333586723,1
103,1,1,2,1,0,-0.44386714791623105,-1.7466020948877186,-1.4024652664998951,0
104,1,2,4,1,0,2.0551791349148503,1.1161236174147517,1.4066035145411664,1
105,0,2,4,1,1,-0.5753958996441827,-0.17891896672208013,0.2307142573611872,0
106,0,3,3,1,1,1.331771000411116,2.070365521515575,2.059875324085599,1
107,1,4,0,1,0,-0.0492808927323761,-0.45155951075088685,-0.2919031902743591,0
108,0,1,0,0,1,-0.9699821548280376,0.4345222573427349,0.10005989545230061,0
109,0,1,5,1,1,0.2137766107235272,-0.38339937474368513,0.2307142573611872,1
110,0,3,0,0,0,0.674127241771358,1.3206040254363567,1.9292209621767127,1
111,1,2,2,1,1,-0.3123383961882794,-0.9968405988085002,-1.2718109045910084,0
112,1,0,0,1,1,-0.838453403100086,-1.1331608708229035,-1.4024652664998951,0
113,0,3,4,1,1,-1.0357465306920135,-0.7923601907868952,-0.945174999818792,0
114,0,4,1,1,0,2.120943510778826,2.070365521515575,2.059875324085599,1
115,1,2,2,1,1,1.1344778728191887,0.5026823933499366,0.36136861927007374,1
116,0,1,1,0,1,0.5425984900434063,1.04796348140755,0.8839860669056201,1
117,0,3,1,1,1,0.7398916176353337,0.843483073385945,0.6880045240422902,1
118,0,3,5,1,1,-1.0357465306920135,-0.45155951075088685,-0.487884733137689,0
119,0,2,4,1,1,-0.7726890272361101,-0.042598694707676785,-0.22657600931991584,0
120,0,2,1,1,0,0.8056559934993096,1.5250844334579616,1.341276333586723,1
121,1,1,0,1,0,1.5948285038670194,1.3206040254363567,1.537257876450053,1
122,0,2,4,1,0,1.397535376275092,1.5932445694651634,1.6025850574044962,1
123,1,3,2,0,1,-0.24657402032430356,-0.8605203267940968,-0.8145206379099055,0
124,1,4,4,1,1,1.0687134969552128,0.7071628013715416,0.29604143831563046,1
125,0,1,2,1,1,1.331771000411116,1.7295648414795668,1.1452947907233932,1
126,1,1,5,1,1,0.3453053624514788,-0.11075883071487846,-0.09592164741102926,1
127,1,3,4,1,0,-0.11504526859635192,0.5026823933499366,0.36136861927007374,0
128,1,3,3,1,1,1.0029491210912371,0.843483073385945,0.36136861927007374,1
129,0,0,1,1,1,-1.0357465306920135,-1.4058014148517102,-1.141156542682122,0
130,1,3,3,1,1,1.4632997521390678,0.9798033454003483,0.8839860669056201,1
131,1,2,5,0,0,-0.9042177789640617,-2.2237230469381304,-1.859755533180998,0
132,1,4,4,0,0,1.331771000411116,0.2982019853283316,0.10005989545230061,1
133,0,2,4,1,0,0.5425984900434063,0.7753229373787432,1.0146404288145066,1
134,1,3,1,0,0,0.47683411417943045,0.6390026653643399,0.42669580022451703,1
135,1,2,1,1,1,-0.5753958996441827,-0.9968405988085002,-1.3371380855454518,0
136,1,1,5,1,0,-1.0357465306920135,-1.0650007348157018,-1.7944283522265547,0
137,1,4,2,1,1,0.2137766107235272,-0.9968405988085002,-0.8145206379099055,1
138,0,2,0,1,1,-0.5096315237802068,-0.2470791027292818,-0.09592164741102926,0
139,1,3,4,1,0,0.279540986587503,-0.5878797827652902,0.034732714497857316,1
140,0,3,5,1,1,0.6083628659073821,0.16188171331392823,0.16538707640674388,1
141,0,2,4,0,1,-0.5096315237802068,-0.5197196467580885,-0.2919031902743591,0
142,0,4,4,0,0,-1.6276259134677957,-0.9968405988085002,-0.945174999818792,0
143,1,0,2,1,1,-0.6411602755081585,-1.8147622308949203,-1.4024652664998951,0
144,1,3,4,1,1,1.397535376275092,0.23004184932112992,0.622677343087847,1
145,0,2,4,0,1,-2.9429134307473124,-2.087402774923727,-2.3170457998621012,0
146,1,1,5,1,1,1.397535376275092,0.9798033454003483,0.42669580022451703,1
147,1,2,0,0,1,0.4110697383154546,-0.11075883071487846,-0.16124882836547255,1
148,0,3,1,1,0,0.08224785899557555,0.36636212133553325,0.8186588859511768,0
149,1,4,0,0,0,2.186707886642802,2.070365521515575,1.6025850574044962,1
150,1,0,5,1,0,-0.3123383961882794,-0.17891896672208013,0.034732714497857316,0
151,1,0,1,1,1,0.674127241771358,-0.17891896672208013,-0.030594466456585978,1
152,0,1,0,1,0,-0.5096315237802068,0.025561441299524888,-0.16124882836547255,0
153,1,3,1,1,1,-0.838453403100086,-1.4058014148517102,-1.4024652664998951,0
154,1,3,5,1,1,-0.3123383961882794,-0.17891896672208013,-0.487884733137689,0
155,0,2,4,1,0,0.2137766107235272,1.3206040254363567,1.27594915263228,1
156,0,4,2,0,0,-0.0492808927323761,0.2982019853283316,0.622677343087847,0
157,1,1,4,0,1,-0.44386714791623105,-0.6560399187724919,-0.5532119140921323,0
158,0,1,0,1,0,-0.37810277205225523,1.1161236174147517,1.2106219716778366,0
159,1,3,0,0,1,-0.0492808927323761,-0.5197196467580885,-0.2919031902743591,0
160,1,1,0,0,0,1.0029491210912371,0.5708425293571383,0.36136861927007374,1
161,0,4,4,0,0,0.5425984900434063,1.252443889429155,1.07996760976895,1
162,1,1,3,0,1,-1.167275282419965,-1.1331608708229035,-1.0758293617276786,0
163,1,2,2,1,1,-0.9699821548280376,-1.1331608708229035,-1.2718109045910084,0
164,0,4,3,1,1,0.9371847452272613,1.5250844334579616,1.4719306954956097,1
165,0,2,1,1,0,1.9236503831868985,2.070365521515575,2.059875324085599,1
166,1,2,2,0,0,-0.9042177789640617,-1.269481142837307,-1.141156542682122,0
167,0,1,3,0,0,-0.5753958996441827,0.4345222573427349,0.622677343087847,0
168,0,1,2,1,0,0.08224785899557555,0.9116432093931467,0.622677343087847,0
169,0,2,4,0,0,0.01648348313159972,0.36636212133553325,0.10005989545230061,0
170,1,0,2,1,0,0.3453053624514788,0.23004184932112992,0.36136861927007374,1
171,1,4,5,1,1,1.792121631458947,1.252443889429155,0.622677343087847,1
172,0,3,4,1,1,0.8056559934993096,1.1161236174147517,0.8186588859511768,1
173,0,2,0,1,1,-0.24657402032430356,-0.17891896672208013,0.10005989545230061,0
174,0,2,1,0,0,-1.56186153760382,-1.269481142837307,-0.945174999818792,0
175,0,2,3,1,0,0.9371847452272613,1.4569242974507601,1.2106219716778366,1
176,0,1,2,0,0,-1.3645684100118924,-1.0650007348157018,-0.6838662760010189,0
177,0,2,0,1,0,0.279540986587503,0.5026823933499366,0.5573501621334036,1
178,0,1,3,0,0,-0.9699821548280376,0.025561441299524888,-0.4225575521832457,0
179,0,3,5,1,0,1.9894147590508744,2.070365521515575,2.059875324085599,1
180,1,2,3,0,0,-0.3123383961882794,-0.11075883071487846,0.42669580022451703,0
181,0,2,4,0,1,-1.3645684100118924,-0.38339937474368513,-0.16124882836547255,0
182,0,4,2,1,1,-1.1015109065559892,-1.3376412788445087,-1.4024652664998951,0
183,0,3,0,1,1,-0.11504526859635192,-0.042598694707676785,0.10005989545230061,0
184,1,2,5,0,0,-1.4303327858758683,-1.2013210068301052,-1.2718109045910084,0
185,1,2,0,0,0,-0.11504526859635192,-0.17891896672208013,-0.22657600931991584,0
186,1,4,2,1,1,0.8714203693632854,0.4345222573427349,-0.22657600931991584,1
187,1,3,5,1,0,-0.3123383961882794,-0.2470791027292818,-0.030594466456585978,0
188,1,1,5,0,1,-1.233039658283941,-1.2013210068301052,-1.5331196284087816,0
189,0,2,1,1,1,0.674127241771358,1.252443889429155,1.2106219716778366,1
190,0,4,0,1,1,-0.0492808927323761,-0.31523923873648346,0.034732714497857316,0
191,1,3,4,1,0,0.6083628659073821,0.9116432093931467,0.6880045240422902,1
192,0,1,5,1,1,-0.3123383961882794,-0.38339937474368513,-0.16124882836547255,0
193,1,3,4,1,0,0.674127241771358,-0.5197196467580885,-0.4225575521832457,1
194,0,2,3,1,0,0.14801223485955137,0.9798033454003483,1.07996760976895,0
195,1,3,0,1,1,-0.37810277205225523,-0.9968405988085002,-1.0758293617276786,0
196,1,2,5,0,0,-0.5096315237802068,-0.042598694707676785,-0.22657600931991584,0
197,1,4,2,0,1,-0.7726890272361101,-0.9286804628012986,-1.141156542682122,0
198,0,1,4,0,1,-1.4303327858758683,-1.1331608708229035,-0.8798478188643487,0
199,0,1,1,0,1,0.7398916176353337,0.6390026653643399,0.4920229811789603,1
200,0,2,0,1,0,0.01648348313159972,0.9798033454003483,1.1452947907233932,0
201,0,3,4,0,1,-0.11504526859635192,0.7753229373787432,0.5573501621334036,0
202,1,2,0,1,1,0.14801223485955137,0.5026823933499366,0.034732714497857316,0
203,0,1,0,1,1,-0.6411602755081585,-0.042598694707676785,-0.030594466456585978,0
204,1,2,4,1,1,-0.5096315237802068,-1.9510825029093237,-1.7291011712721116,0
205,1,3,5,1,0,0.47683411417943045,0.09372157730672656,0.622677343087847,1
206,1,4,1,1,1,1.0029491210912371,-0.5197196467580885,-0.4225575521832457,1
207,1,4,2,1,0,0.9371847452272613,0.7071628013715416,0.4920229811789603,1
208,0,1,4,0,1,0.47683411417943045,0.7753229373787432,0.4920229811789603,1
209,0,1,4,0,1,-0.5753958996441827,-0.5878797827652902,-0.16124882836547255,0
210,1,3,5,0,0,0.8714203693632854,0.6390026653643399,0.6880045240422902,1
211,1,2,4,0,1,-2.0879765445156266,-2.8371642710029454,-2.709008885588761,0
212,0,2,2,0,1,-1.6276259134677957,-0.5197196467580885,-0.5532119140921323,0
213,1,2,0,0,0,-0.44386714791623105,-1.269481142837307,-0.8145206379099055,0
214,1,4,2,1,0,1.331771000411116,1.4569242974507601,0.8186588859511768,1
215,1,1,5,1,0,1.1344778728191887,0.9116432093931467,0.42669580022451703,1
216,0,4,0,0,0,1.0687134969552128,1.1161236174147517,1.27594915263228,1
217,0,2,2,0,1,-2.1537409203796023,-1.882922366902122,-1.9250827141354414,0
218,1,1,2,0,1,-0.0492808927323761,0.5026823933499366,0.10005989545230061,0
219,1,1,5,1,0,-0.37810277205225523,-0.9286804628012986,-0.8145206379099055,0
220,0,3,2,1,0,-0.7069246513721343,-0.11075883071487846,0.36136861927007374,0
221,1,1,0,1,1,1.331771000411116,1.04796348140755,0.29604143831563046,1
222,0,2,5,0,1,-0.7726890272361101,-0.31523923873648346,-0.4225575521832457,0
223,1,3,5,1,1,1.2660066245471404,0.7071628013715416,0.42669580022451703,1
224,0,1,0,1,0,-0.9699821548280376,-0.2470791027292818,0.29604143831563046,0
225,0,4,3,0,1,-1.4303327858758683,-0.9286804628012986,-0.945174999818792,0
226,0,2,4,1,1,0.3453053624514788,0.16188171331392823,0.16538707640674388,1
227,1,3,2,1,1,-0.6411602755081585,-1.3376412788445087,-0.945174999818792,0
228,1,0,5,0,1,0.08224785899557555,0.16188171331392823,-0.2919031902743591,0
229,0,2,4,1,0,1.397535376275092,1.7295648414795668,1.6679122383589395,1
230,1,3,4,1,1,0.6083628659073821,-0.38339937474368513,-0.16124882836547255,1
231,1,2,0,1,1,-1.3645684100118924,-1.8147622308949203,-1.7291011712721116,0
232,0,1,1,1,1,0.01648348313159972,1.1161236174147517,0.9493132478600633,0
233,1,4,5,1,1,1.6605928797309952,1.1842837534219532,0.622677343087847,1
234,1,2,1,1,0,1.0687134969552128,0.843483073385945,1.0146404288145066,1
235,1,3,0,1,1,0.8714203693632854,0.36636212133553325,0.5573501621334036,1
236,1,3,1,0,1,-0.24657402032430356,-0.2470791027292818,-0.09592164741102926,0
237,0,3,5,1,0,-0.18080964446032774,-0.6560399187724919,0.36136861927007374,0
238,1,1,4,1,1,-0.838453403100086,-1.2013210068301052,-1.141156542682122,0
239,1,2,0,1,1,1.1344778728191887,0.7071628013715416,0.7533317049967335,1
240,1,3,2,0,0,0.4110697383154546,-0.11075883071487846,-0.16124882836547255,1
241,0,4,1,1,1,0.8714203693632854,0.9116432093931467,0.9493132478600633,1
242,0,3,2,1,1,-0.7069246513721343,-1.2013210068301052,-0.8798478188643487,0
243,1,4,4,1,1,-0.5096315237802068,-1.269481142837307,-1.6637739903176683,0
244,1,3,5,1,1,0.5425984900434063,0.2982019853283316,0.034732714497857316,1
245,1,2,0,1,1,1.2002422486831645,0.4345222573427349,0.16538707640674388,1
